date,day,hours,odds_a,odds_b,odds_draw,score_a,score_b,season,team_a,team_b,outcome_effectif,min_odds,max_odds,good_pred,worst_pred,draw_pred
2010-09-18 18:00:00,Saturday,18:00,2.03,3.91,3.16,0,2,2010/2011,Nancy,Brest,AWAY,HOME,AWAY,0,1,0
2010-09-18 18:00:00,Saturday,18:00,2.18,3.48,3.13,4,0,2010/2011,Sochaux,Nice,HOME,HOME,AWAY,1,0,0
2010-09-18 18:00:00,Saturday,18:00,2.11,3.67,3.14,3,0,2010/2011,St Etienne,Montpellier,HOME,HOME,AWAY,1,0,0
2010-09-18 18:00:00,Saturday,18:00,2.12,3.56,3.14,1,1,2010/2011,Valenciennes,Lens,DRAW,HOME,AWAY,0,0,1
2010-09-12 20:00:00,Sunday,20:00,1.64,5.76,3.55,2,2,2010/2011,Marseille,Monaco,DRAW,HOME,AWAY,0,0,1
2010-09-12 16:00:00,Sunday,16:00,2.54,2.89,3.06,0,0,2010/2011,Brest,Lorient,DRAW,HOME,DRAW,0,1,0
2010-09-12 16:00:00,Sunday,16:00,3.01,2.46,3.06,2,1,2010/2011,Nice,Bordeaux,HOME,AWAY,DRAW,0,0,1
2010-09-11 20:00:00,Saturday,20:00,3.21,2.34,3.08,1,4,2010/2011,Lens,Lille,AWAY,AWAY,HOME,1,0,0
2010-09-11 18:00:00,Saturday,18:00,1.98,4.09,3.18,1,1,2010/2011,Auxerre,Caen,DRAW,HOME,AWAY,0,0,1
2010-09-11 18:00:00,Saturday,18:00,1.5,7.26,3.85,1,1,2010/2011,Lyon,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-09-11 18:00:00,Saturday,18:00,1.78,5.01,3.3,1,2,2010/2011,Montpellier,Nancy,AWAY,HOME,AWAY,0,1,0
2010-09-11 18:00:00,Saturday,18:00,1.39,8.79,4.34,4,0,2010/2011,Paris SG,Arles-Avignon,HOME,HOME,AWAY,1,0,0
2010-09-11 18:00:00,Saturday,18:00,1.66,5.59,3.51,2,1,2010/2011,Rennes,Sochaux,HOME,HOME,AWAY,1,0,0
2010-09-11 18:00:00,Saturday,18:00,1.88,4.48,3.24,0,1,2010/2011,Toulouse,St Etienne,AWAY,HOME,AWAY,0,1,0
2010-08-29 20:00:00,Sunday,20:00,2.52,2.9,3.09,1,1,2010/2011,Bordeaux,Marseille,DRAW,HOME,DRAW,0,1,0
2010-08-29 16:00:00,Sunday,16:00,1.51,7.02,3.84,1,1,2010/2011,Lille,Nice,DRAW,HOME,AWAY,0,0,1
2010-08-29 16:00:00,Sunday,16:00,2.35,3.28,2.98,2,0,2010/2011,Monaco,Auxerre,HOME,HOME,AWAY,1,0,0
2010-08-29 16:00:00,Sunday,16:00,3.28,2.29,3.08,3,1,2010/2011,Sochaux,Paris SG,HOME,AWAY,HOME,0,1,0
2010-08-28 20:00:00,Saturday,20:00,1.94,4.17,3.21,0,2,2010/2011,Caen,Brest,AWAY,HOME,AWAY,0,1,0
2010-08-28 18:00:00,Saturday,18:00,3.68,2.09,3.15,0,1,2010/2011,Arles-Avignon,Rennes,AWAY,AWAY,HOME,1,0,0
2010-08-28 18:00:00,Saturday,18:00,3.38,2.21,3.14,2,0,2010/2011,Lorient,Lyon,HOME,AWAY,HOME,0,1,0
2010-08-28 18:00:00,Saturday,18:00,2.44,3.08,3.02,0,2,2010/2011,Nancy,Toulouse,AWAY,HOME,AWAY,0,1,0
2010-08-28 18:00:00,Saturday,18:00,2.04,3.95,3.13,3,1,2010/2011,St Etienne,Lens,HOME,HOME,AWAY,1,0,0
2010-08-28 18:00:00,Saturday,18:00,2.26,3.42,3.03,0,1,2010/2011,Valenciennes,Montpellier,AWAY,HOME,AWAY,0,1,0
2010-08-22 20:00:00,Sunday,20:00,2.1,3.62,3.19,1,2,2010/2011,Paris SG,Bordeaux,AWAY,HOME,AWAY,0,1,0
2010-08-22 16:00:00,Sunday,16:00,2.11,3.75,3.08,0,0,2010/2011,Montpellier,Caen,DRAW,HOME,AWAY,0,0,1
2010-08-22 16:00:00,Sunday,16:00,3.77,2.06,3.18,0,0,2010/2011,Sochaux,Lille,DRAW,AWAY,HOME,0,0,1
2010-08-21 20:00:00,Saturday,20:00,2.12,3.73,3.08,1,1,2010/2011,Auxerre,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-08-21 18:00:00,Saturday,18:00,2.17,3.53,3.11,2,2,2010/2011,Lens,Monaco,DRAW,HOME,AWAY,0,0,1
2010-08-21 18:00:00,Saturday,18:00,1.39,8.53,4.35,1,0,2010/2011,Lyon,Brest,HOME,HOME,AWAY,1,0,0
2010-08-21 18:00:00,Saturday,18:00,1.55,6.47,3.73,2,0,2010/2011,Marseille,Lorient,HOME,HOME,AWAY,1,0,0
2010-08-21 18:00:00,Saturday,18:00,2.38,3.14,3.06,1,1,2010/2011,Nice,Nancy,DRAW,HOME,AWAY,0,0,1
2010-08-21 18:00:00,Saturday,18:00,1.71,5.37,3.4,0,0,2010/2011,Rennes,St Etienne,DRAW,HOME,AWAY,0,0,1
2010-08-21 18:00:00,Saturday,18:00,1.6,6.18,3.59,2,1,2010/2011,Toulouse,Arles-Avignon,HOME,HOME,AWAY,1,0,0
2010-08-17 18:00:00,Tuesday,18:00,2.24,3.37,3.07,0,0,2010/2011,Monaco,Montpellier,DRAW,HOME,AWAY,0,0,1
2010-08-15 20:00:00,Sunday,20:00,1.96,4.16,3.19,0,0,2010/2011,Lille,Paris SG,DRAW,HOME,AWAY,0,0,1
2010-08-15 16:00:00,Sunday,16:00,1.8,4.85,3.29,1,2,2010/2011,Bordeaux,Toulouse,AWAY,HOME,AWAY,0,1,0
2010-08-15 16:00:00,Sunday,16:00,3.64,2.1,3.18,3,2,2010/2011,Caen,Lyon,HOME,AWAY,HOME,0,1,0
2010-08-14 20:00:00,Saturday,20:00,2.78,2.64,3.07,0,1,2010/2011,Arles-Avignon,Lens,AWAY,AWAY,DRAW,1,0,0
2010-08-14 18:00:00,Saturday,18:00,2.84,2.61,3.04,1,1,2010/2011,Brest,Auxerre,DRAW,AWAY,DRAW,0,1,0
2010-08-14 18:00:00,Saturday,18:00,1.8,4.82,3.32,1,2,2010/2011,Lorient,Nice,AWAY,HOME,AWAY,0,1,0
2010-08-14 18:00:00,Saturday,18:00,2.56,2.87,3.07,0,3,2010/2011,Nancy,Rennes,AWAY,HOME,DRAW,0,0,1
2010-08-14 18:00:00,Saturday,18:00,1.93,4.29,3.17,3,2,2010/2011,St Etienne,Sochaux,HOME,HOME,AWAY,1,0,0
2010-08-14 18:00:00,Saturday,18:00,3.38,2.22,3.16,3,2,2010/2011,Valenciennes,Marseille,HOME,AWAY,HOME,0,1,0
2010-08-08 20:00:00,Sunday,20:00,2.92,2.55,3.03,1,0,2010/2011,Montpellier,Bordeaux,HOME,AWAY,DRAW,0,0,1
2010-08-07 20:00:00,Saturday,20:00,1.8,4.75,3.36,2,2,2010/2011,Auxerre,Lorient,DRAW,HOME,AWAY,0,0,1
2010-08-07 20:00:00,Saturday,20:00,2.03,3.93,3.14,1,2,2010/2011,Lens,Nancy,AWAY,HOME,AWAY,0,1,0
2010-08-07 20:00:00,Saturday,20:00,1.43,8.22,4.07,0,0,2010/2011,Lyon,Monaco,DRAW,HOME,AWAY,0,0,1
2010-08-07 20:00:00,Saturday,20:00,1.31,9.75,5.1,1,2,2010/2011,Marseille,Caen,AWAY,HOME,AWAY,0,1,0
2010-08-07 20:00:00,Saturday,20:00,2.32,3.3,3.02,0,0,2010/2011,Nice,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-08-07 20:00:00,Saturday,20:00,1.65,5.74,3.52,3,1,2010/2011,Paris SG,St Etienne,HOME,HOME,AWAY,1,0,0
2010-08-07 20:00:00,Saturday,20:00,2.74,2.67,3.08,1,1,2010/2011,Rennes,Lille,DRAW,AWAY,DRAW,0,1,0
2010-08-07 20:00:00,Saturday,20:00,1.82,4.78,3.27,2,1,2010/2011,Sochaux,Arles-Avignon,HOME,HOME,AWAY,1,0,0
2010-08-07 20:00:00,Saturday,20:00,1.71,5.27,3.44,2,0,2010/2011,Toulouse,Brest,HOME,HOME,AWAY,1,0,0
2010-05-15 20:00:00,Saturday,20:00,3.26,2.2,3.3,1,0,2009/2010,Boulogne,Rennes,HOME,AWAY,DRAW,0,0,1
2010-05-15 20:00:00,Saturday,20:00,3.54,2.09,3.31,4,3,2009/2010,Lens,Bordeaux,HOME,AWAY,HOME,0,1,0
2010-05-15 20:00:00,Saturday,20:00,5.36,1.63,3.77,2,1,2009/2010,Lorient,Lille,HOME,AWAY,HOME,0,1,0
2010-05-15 20:00:00,Saturday,20:00,1.1,20.8,8.65,2,0,2009/2010,Lyon,Le Mans,HOME,HOME,AWAY,1,0,0
2010-05-15 20:00:00,Saturday,20:00,1.25,12.27,5.62,2,0,2009/2010,Marseille,Grenoble,HOME,HOME,AWAY,1,0,0
2010-05-15 20:00:00,Saturday,20:00,2.14,3.43,3.27,1,1,2009/2010,Nancy,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-05-15 20:00:00,Saturday,20:00,2.14,3.41,3.28,1,1,2009/2010,Nice,St Etienne,DRAW,HOME,AWAY,0,0,1
2010-05-15 20:00:00,Saturday,20:00,2.2,3.37,3.19,1,3,2009/2010,Paris SG,Montpellier,AWAY,HOME,AWAY,0,1,0
2010-05-15 20:00:00,Saturday,20:00,4.3,1.86,3.4,1,2,2009/2010,Sochaux,Auxerre,AWAY,AWAY,HOME,1,0,0
2010-05-15 20:00:00,Saturday,20:00,1.85,4.33,3.41,0,0,2009/2010,Toulouse,Monaco,DRAW,HOME,AWAY,0,0,1
2010-05-12 18:00:00,Wednesday,18:00,1.23,12.42,5.78,3,0,2009/2010,Lyon,Monaco,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,1.39,9.0,4.28,0,0,2009/2010,Auxerre,Lens,DRAW,HOME,AWAY,0,0,1
2010-05-08 20:00:00,Saturday,20:00,1.29,11.38,4.81,2,0,2009/2010,Bordeaux,Sochaux,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,2.0,3.81,3.31,2,0,2009/2010,Grenoble,Boulogne,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,2.82,2.55,3.15,1,0,2009/2010,Le Mans,Paris SG,HOME,AWAY,DRAW,0,0,1
2010-05-08 20:00:00,Saturday,20:00,1.63,5.26,3.86,3,2,2009/2010,Lille,Marseille,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,1.98,3.86,3.33,2,1,2009/2010,Monaco,Nancy,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,1.72,5.05,3.49,2,1,2009/2010,Montpellier,Lorient,HOME,HOME,AWAY,1,0,0
2010-05-08 20:00:00,Saturday,20:00,1.54,6.43,3.78,2,2,2009/2010,Rennes,Nice,DRAW,HOME,AWAY,0,0,1
2010-05-08 20:00:00,Saturday,20:00,2.28,3.32,3.08,0,1,2009/2010,St Etienne,Toulouse,AWAY,HOME,AWAY,0,1,0
2010-05-08 20:00:00,Saturday,20:00,6.73,1.53,3.83,2,2,2009/2010,Valenciennes,Lyon,DRAW,AWAY,HOME,0,0,1
2010-05-05 20:00:00,Wednesday,20:00,1.35,9.38,4.55,3,1,2009/2010,Marseille,Rennes,HOME,HOME,AWAY,1,0,0
2010-05-05 18:00:00,Wednesday,18:00,2.69,2.73,3.05,0,1,2009/2010,Boulogne,St Etienne,AWAY,HOME,DRAW,0,0,1
2010-05-05 18:00:00,Wednesday,18:00,1.56,6.33,3.75,1,1,2009/2010,Lens,Grenoble,DRAW,HOME,AWAY,0,0,1
2010-05-05 18:00:00,Wednesday,18:00,1.79,4.71,3.42,2,2,2009/2010,Lorient,Monaco,DRAW,HOME,AWAY,0,0,1
2010-05-05 18:00:00,Wednesday,18:00,1.6,6.1,3.63,2,1,2009/2010,Lyon,Auxerre,HOME,HOME,AWAY,1,0,0
2010-05-05 18:00:00,Wednesday,18:00,2.05,3.69,3.25,3,2,2009/2010,Nancy,Le Mans,HOME,HOME,AWAY,1,0,0
2010-05-05 18:00:00,Wednesday,18:00,3.96,1.95,3.34,1,1,2009/2010,Nice,Bordeaux,DRAW,AWAY,HOME,0,0,1
2010-05-05 18:00:00,Wednesday,18:00,1.74,4.98,3.47,2,2,2009/2010,Paris SG,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-05-05 18:00:00,Wednesday,18:00,2.86,2.54,3.1,0,1,2009/2010,Sochaux,Montpellier,AWAY,AWAY,DRAW,1,0,0
2010-05-05 18:00:00,Wednesday,18:00,3.83,1.98,3.36,0,2,2009/2010,Toulouse,Lille,AWAY,AWAY,HOME,1,0,0
2010-05-02 20:00:00,Sunday,20:00,3.27,2.23,3.22,0,1,2009/2010,Montpellier,Lyon,AWAY,AWAY,HOME,1,0,0
2010-05-02 16:00:00,Sunday,16:00,1.65,5.58,3.58,1,0,2009/2010,Bordeaux,Toulouse,HOME,HOME,AWAY,1,0,0
2010-05-02 16:00:00,Sunday,16:00,2.34,3.19,3.08,3,3,2009/2010,Boulogne,Nice,DRAW,HOME,AWAY,0,0,1
2010-05-02 16:00:00,Sunday,16:00,1.32,9.85,4.81,3,1,2009/2010,Lille,Nancy,HOME,HOME,AWAY,1,0,0
2010-05-02 16:00:00,Sunday,16:00,1.56,6.31,3.78,1,2,2009/2010,Rennes,Sochaux,AWAY,HOME,AWAY,0,1,0
2010-05-02 16:00:00,Sunday,16:00,1.78,4.94,3.34,1,4,2009/2010,St Etienne,Lens,AWAY,HOME,AWAY,0,1,0
2010-05-02 16:00:00,Sunday,16:00,2.38,3.06,3.14,0,0,2009/2010,Valenciennes,Lorient,DRAW,HOME,DRAW,0,1,0
2010-04-30 20:00:00,Friday,20:00,2.92,2.49,3.08,0,0,2009/2010,Auxerre,Marseille,DRAW,AWAY,DRAW,0,1,0
2010-04-28 18:00:00,Wednesday,18:00,3.88,1.96,3.34,2,0,2009/2010,Valenciennes,Bordeaux,HOME,AWAY,HOME,0,1,0
2010-04-27 18:00:00,Tuesday,18:00,3.05,2.41,3.11,4,0,2009/2010,Grenoble,Paris SG,HOME,AWAY,DRAW,0,0,1
2010-04-27 18:00:00,Tuesday,18:00,1.84,4.36,3.43,1,1,2009/2010,Monaco,Le Mans,DRAW,HOME,AWAY,0,0,1
2010-04-25 20:00:00,Sunday,20:00,1.25,12.6,5.31,1,0,2009/2010,Marseille,St Etienne,HOME,HOME,AWAY,1,0,0
2010-04-25 16:00:00,Sunday,16:00,2.06,3.79,3.15,1,1,2009/2010,Lens,Valenciennes,DRAW,HOME,AWAY,0,0,1
2010-04-25 16:00:00,Sunday,16:00,2.54,2.99,2.98,0,3,2009/2010,Toulouse,Auxerre,AWAY,HOME,AWAY,0,1,0
2010-04-24 20:00:00,Saturday,20:00,2.24,3.31,3.14,1,1,2009/2010,Paris SG,Rennes,DRAW,HOME,AWAY,0,0,1
2010-04-24 18:00:00,Saturday,18:00,5.19,1.68,3.59,1,2,2009/2010,Le Mans,Lille,AWAY,AWAY,HOME,1,0,0
2010-04-24 18:00:00,Saturday,18:00,3.32,2.24,3.23,1,0,2009/2010,Lorient,Bordeaux,HOME,AWAY,HOME,0,1,0
2010-04-24 18:00:00,Saturday,18:00,2.86,2.52,3.13,0,0,2009/2010,Nancy,Montpellier,DRAW,AWAY,DRAW,0,1,0
2010-04-24 18:00:00,Saturday,18:00,1.58,6.36,3.64,2,1,2009/2010,Nice,Grenoble,HOME,HOME,AWAY,1,0,0
2010-04-24 18:00:00,Saturday,18:00,1.67,5.68,3.46,0,3,2009/2010,Sochaux,Boulogne,AWAY,HOME,AWAY,0,1,0
2010-04-18 20:00:00,Sunday,20:00,2.18,3.49,3.14,0,0,2009/2010,St Etienne,Paris SG,DRAW,HOME,AWAY,0,0,1
2010-04-18 16:00:00,Sunday,16:00,1.42,8.12,4.24,4,0,2009/2010,Lille,Monaco,HOME,HOME,AWAY,1,0,0
2010-04-18 16:00:00,Sunday,16:00,1.95,4.26,3.15,1,1,2009/2010,Montpellier,Toulouse,DRAW,HOME,AWAY,0,0,1
2010-04-17 20:00:00,Saturday,20:00,2.08,3.61,3.26,2,2,2009/2010,Bordeaux,Lyon,DRAW,HOME,AWAY,0,0,1
2010-04-17 18:00:00,Saturday,18:00,1.78,4.72,3.35,4,1,2009/2010,Auxerre,Lorient,HOME,HOME,AWAY,1,0,0
2010-04-17 18:00:00,Saturday,18:00,7.72,1.42,4.17,1,2,2009/2010,Boulogne,Marseille,AWAY,AWAY,HOME,1,0,0
2010-04-17 18:00:00,Saturday,18:00,2.64,2.77,3.01,2,2,2009/2010,Grenoble,Sochaux,DRAW,HOME,DRAW,0,1,0
2010-04-17 18:00:00,Saturday,18:00,2.07,3.77,3.1,0,0,2009/2010,Nice,Lens,DRAW,HOME,AWAY,0,0,1
2010-04-17 18:00:00,Saturday,18:00,1.58,6.08,3.7,0,0,2009/2010,Rennes,Nancy,DRAW,HOME,AWAY,0,0,1
2010-04-17 18:00:00,Saturday,18:00,1.71,5.3,3.46,0,1,2009/2010,Valenciennes,Le Mans,AWAY,HOME,AWAY,0,1,0
2010-04-14 19:00:00,Wednesday,19:00,6.25,1.56,3.78,2,1,2009/2010,Le Mans,Bordeaux,HOME,AWAY,HOME,0,1,0
2010-04-14 19:00:00,Wednesday,19:00,5.71,1.62,3.72,0,1,2009/2010,Sochaux,Marseille,AWAY,AWAY,HOME,1,0,0
2010-04-11 20:00:00,Sunday,20:00,1.28,11.71,5.03,4,1,2009/2010,Marseille,Nice,HOME,HOME,AWAY,1,0,0
2010-04-11 16:00:00,Sunday,16:00,1.91,4.24,3.29,1,1,2009/2010,Lyon,Lille,DRAW,HOME,AWAY,0,0,1
2010-04-11 16:00:00,Sunday,16:00,2.74,2.69,3.05,0,1,2009/2010,Nancy,Auxerre,AWAY,AWAY,DRAW,1,0,0
2010-04-10 20:00:00,Saturday,20:00,3.27,2.26,3.16,3,1,2009/2010,Paris SG,Bordeaux,HOME,AWAY,HOME,0,1,0
2010-04-10 18:00:00,Saturday,18:00,3.54,2.14,3.17,2,2,2009/2010,Le Mans,Montpellier,DRAW,AWAY,HOME,0,0,1
2010-04-10 18:00:00,Saturday,18:00,1.71,5.34,3.42,3,0,2009/2010,Lens,Boulogne,HOME,HOME,AWAY,1,0,0
2010-04-10 18:00:00,Saturday,18:00,2.51,3.1,2.9,1,1,2009/2010,Lorient,Rennes,DRAW,HOME,AWAY,0,0,1
2010-04-10 18:00:00,Saturday,18:00,2.03,3.91,3.17,2,1,2009/2010,Monaco,Valenciennes,HOME,HOME,AWAY,1,0,0
2010-04-10 18:00:00,Saturday,18:00,2.45,3.1,2.96,0,2,2009/2010,Sochaux,St Etienne,AWAY,HOME,AWAY,0,1,0
2010-04-10 18:00:00,Saturday,18:00,1.51,6.94,3.82,4,0,2009/2010,Toulouse,Grenoble,HOME,HOME,AWAY,1,0,0
2010-04-07 18:00:00,Wednesday,18:00,1.3,11.29,4.78,3,0,2009/2010,Marseille,Sochaux,HOME,HOME,AWAY,1,0,0
2010-04-04 20:00:00,Sunday,20:00,2.05,3.78,3.2,1,1,2009/2010,Auxerre,Paris SG,DRAW,HOME,AWAY,0,0,1
2010-04-04 16:00:00,Sunday,16:00,3.13,2.39,3.05,1,1,2009/2010,Boulogne,Toulouse,DRAW,AWAY,HOME,0,0,1
2010-04-04 16:00:00,Sunday,16:00,1.3,11.14,4.95,1,0,2009/2010,Marseille,Lens,HOME,HOME,AWAY,1,0,0
2010-04-03 20:00:00,Saturday,20:00,1.72,5.11,3.49,0,0,2009/2010,Montpellier,Monaco,DRAW,HOME,AWAY,0,0,1
2010-04-03 18:00:00,Saturday,18:00,1.45,7.59,4.07,1,2,2009/2010,Bordeaux,Nancy,AWAY,HOME,AWAY,0,1,0
2010-04-03 18:00:00,Saturday,18:00,3.05,2.4,3.11,1,2,2009/2010,Grenoble,Lorient,AWAY,AWAY,DRAW,1,0,0
2010-04-03 18:00:00,Saturday,18:00,2.06,3.95,3.08,0,0,2009/2010,Nice,Sochaux,DRAW,HOME,AWAY,0,0,1
2010-04-03 18:00:00,Saturday,18:00,2.34,3.19,3.09,1,2,2009/2010,Rennes,Lyon,AWAY,HOME,AWAY,0,1,0
2010-04-03 18:00:00,Saturday,18:00,1.67,5.52,3.5,2,0,2009/2010,St Etienne,Le Mans,HOME,HOME,AWAY,1,0,0
2010-04-03 18:00:00,Saturday,18:00,3.99,1.94,3.27,1,0,2009/2010,Valenciennes,Lille,HOME,AWAY,HOME,0,1,0
2010-03-29 20:00:00,Monday,20:00,2.39,3.07,3.1,0,0,2009/2010,Monaco,Auxerre,DRAW,HOME,DRAW,0,1,0
2010-03-28 20:00:00,Sunday,20:00,1.73,5.04,3.45,4,1,2009/2010,Lille,Montpellier,HOME,HOME,AWAY,1,0,0
2010-03-28 16:00:00,Sunday,16:00,3.22,2.31,3.06,1,3,2009/2010,Le Mans,Rennes,AWAY,AWAY,HOME,1,0,0
2010-03-28 16:00:00,Sunday,16:00,2.02,3.93,3.19,4,0,2009/2010,Lorient,St Etienne,HOME,HOME,AWAY,1,0,0
2010-03-28 16:00:00,Sunday,16:00,2.28,3.27,3.1,5,1,2009/2010,Nancy,Lens,HOME,HOME,AWAY,1,0,0
2010-03-28 16:00:00,Sunday,16:00,1.42,8.27,4.18,3,0,2009/2010,Paris SG,Boulogne,HOME,HOME,AWAY,1,0,0
2010-03-28 16:00:00,Sunday,16:00,1.76,4.8,3.41,0,2,2009/2010,Toulouse,Nice,AWAY,HOME,AWAY,0,1,0
2010-03-27 16:00:00,Saturday,16:00,1.28,11.49,5.02,2,0,2009/2010,Lyon,Grenoble,HOME,HOME,AWAY,1,0,0
2010-03-21 20:00:00,Sunday,20:00,2.32,3.08,3.18,2,1,2009/2010,Marseille,Lyon,HOME,HOME,DRAW,1,0,0
2010-03-21 16:00:00,Sunday,16:00,1.86,4.35,3.29,3,1,2009/2010,Bordeaux,Lille,HOME,HOME,AWAY,1,0,0
2010-03-21 16:00:00,Sunday,16:00,1.7,5.17,3.52,2,1,2009/2010,Montpellier,Valenciennes,HOME,HOME,AWAY,1,0,0
2010-03-20 20:00:00,Saturday,20:00,1.78,4.8,3.36,0,0,2009/2010,Lens,Sochaux,DRAW,HOME,AWAY,0,0,1
2010-03-20 18:00:00,Saturday,18:00,1.55,6.61,3.69,2,1,2009/2010,Auxerre,Le Mans,HOME,HOME,AWAY,1,0,0
2010-03-20 18:00:00,Saturday,18:00,2.87,2.59,3.03,1,0,2009/2010,Nice,Paris SG,HOME,AWAY,DRAW,0,0,1
2010-03-20 18:00:00,Saturday,18:00,1.9,4.38,3.23,4,1,2009/2010,Rennes,Toulouse,HOME,HOME,AWAY,1,0,0
2010-03-20 18:00:00,Saturday,18:00,1.86,4.3,3.35,0,0,2009/2010,St Etienne,Nancy,DRAW,HOME,AWAY,0,0,1
2010-03-20 18:00:00,Saturday,18:00,3.26,2.27,3.1,2,0,2009/2010,Boulogne,Lorient,HOME,AWAY,HOME,0,1,0
2010-03-20 18:00:00,Saturday,18:00,2.61,2.75,3.09,0,0,2009/2010,Grenoble,Monaco,DRAW,HOME,DRAW,0,1,0
2010-03-14 20:00:00,Sunday,20:00,3.39,2.22,3.13,1,1,2009/2010,Toulouse,Marseille,DRAW,AWAY,HOME,0,0,1
2010-03-14 16:00:00,Sunday,16:00,1.3,10.97,4.78,1,0,2009/2010,Lille,Grenoble,HOME,HOME,AWAY,1,0,0
2010-03-14 16:00:00,Sunday,16:00,2.41,3.12,3.04,0,2,2009/2010,Valenciennes,Rennes,AWAY,HOME,AWAY,0,1,0
2010-03-13 20:00:00,Saturday,20:00,1.43,8.32,4.1,1,1,2009/2010,Lyon,St Etienne,DRAW,HOME,AWAY,0,0,1
2010-03-13 18:00:00,Saturday,18:00,2.15,3.64,3.06,0,1,2009/2010,Le Mans,Nice,AWAY,HOME,AWAY,0,1,0
2010-03-13 18:00:00,Saturday,18:00,1.96,4.09,3.22,1,0,2009/2010,Lorient,Lens,HOME,HOME,AWAY,1,0,0
2010-03-13 18:00:00,Saturday,18:00,3.39,2.23,3.11,0,0,2009/2010,Monaco,Bordeaux,DRAW,AWAY,HOME,0,0,1
2010-03-13 18:00:00,Saturday,18:00,2.01,3.95,3.17,1,1,2009/2010,Montpellier,Auxerre,DRAW,HOME,AWAY,0,0,1
2010-03-13 18:00:00,Saturday,18:00,1.63,5.8,3.58,1,3,2009/2010,Nancy,Boulogne,AWAY,HOME,AWAY,0,1,0
2010-03-13 18:00:00,Saturday,18:00,1.7,5.31,3.41,4,1,2009/2010,Paris SG,Sochaux,HOME,HOME,AWAY,1,0,0
2010-03-10 18:00:00,Wednesday,18:00,1.55,6.52,3.65,1,2,2009/2010,Bordeaux,Auxerre,AWAY,HOME,AWAY,0,1,0
2010-03-07 20:00:00,Sunday,20:00,1.56,6.25,3.7,1,1,2009/2010,Bordeaux,Montpellier,DRAW,HOME,AWAY,0,0,1
2010-03-07 16:00:00,Sunday,16:00,2.27,3.26,3.08,1,1,2009/2010,Grenoble,Le Mans,DRAW,HOME,AWAY,0,0,1
2010-03-07 16:00:00,Sunday,16:00,1.42,7.96,4.14,1,1,2009/2010,Marseille,Lorient,DRAW,HOME,AWAY,0,0,1
2010-03-06 20:00:00,Saturday,20:00,3.26,2.25,3.14,1,1,2009/2010,St Etienne,Lille,DRAW,AWAY,HOME,0,0,1
2010-03-06 18:00:00,Saturday,18:00,1.87,4.45,3.23,1,0,2009/2010,Auxerre,Valenciennes,HOME,HOME,AWAY,1,0,0
2010-03-06 18:00:00,Saturday,18:00,7.55,1.45,4.08,0,0,2009/2010,Boulogne,Lyon,DRAW,AWAY,HOME,0,0,1
2010-03-06 18:00:00,Saturday,18:00,2.3,3.19,3.13,1,1,2009/2010,Lens,Paris SG,DRAW,HOME,AWAY,0,0,1
2010-03-06 18:00:00,Saturday,18:00,2.08,3.65,3.19,2,3,2009/2010,Nice,Nancy,AWAY,HOME,AWAY,0,1,0
2010-03-06 18:00:00,Saturday,18:00,1.79,4.67,3.33,1,0,2009/2010,Rennes,Monaco,HOME,HOME,AWAY,1,0,0
2010-03-06 18:00:00,Saturday,18:00,2.44,2.96,3.1,1,0,2009/2010,Sochaux,Toulouse,HOME,HOME,DRAW,1,0,0
2010-02-28 20:00:00,Sunday,20:00,3.05,2.39,3.13,0,3,2009/2010,Paris SG,Marseille,AWAY,AWAY,DRAW,1,0,0
2010-02-28 18:00:00,Sunday,18:00,1.57,6.13,3.73,1,2,2009/2010,Lille,Auxerre,AWAY,HOME,AWAY,0,1,0
2010-02-27 20:00:00,Saturday,20:00,2.22,3.41,3.08,3,1,2009/2010,Montpellier,Rennes,HOME,HOME,AWAY,1,0,0
2010-02-27 18:00:00,Saturday,18:00,1.95,4.04,3.18,1,0,2009/2010,Lorient,Sochaux,HOME,HOME,AWAY,1,0,0
2010-02-27 18:00:00,Saturday,18:00,1.43,8.12,4.1,1,0,2009/2010,Monaco,Boulogne,HOME,HOME,AWAY,1,0,0
2010-02-27 18:00:00,Saturday,18:00,1.74,5.08,3.45,0,2,2009/2010,Nancy,Grenoble,AWAY,HOME,AWAY,0,1,0
2010-02-27 18:00:00,Saturday,18:00,2.04,3.84,3.15,1,0,2009/2010,Toulouse,Lens,HOME,HOME,AWAY,1,0,0
2010-02-27 18:00:00,Saturday,18:00,2.16,3.55,3.14,1,0,2009/2010,Valenciennes,St Etienne,HOME,HOME,AWAY,1,0,0
2010-02-21 20:00:00,Sunday,20:00,2.56,2.86,3.09,1,2,2009/2010,Rennes,Lille,AWAY,HOME,DRAW,0,0,1
